timestamp,symbol,action,reason,position_before_side,position_after_side,entry_price_before,entry_price_after,quantity_before,quantity_after,stop_price_before,stop_price_after,tp1_price_before,tp1_price_after,tp1_hit_before,tp1_hit_after,pnl_ratio_before,pnl_ratio_after,close,high,low,ema10,ema30,ema30_1h,ema_cross,macd_cross,macd_zone,macd_hist,bb_break,bb_width_expand,event_side,event_entry_price,event_target_margin,event_quantity,event_stop_price,event_tp1_price,event_ema_macd_signal_bars_ago,event_ema_bb_signal_bars_ago,event_exit_price,event_net_pnl,event_hold_bars,event_tp1_reduced,event_runner_active,event_current_pnl_ratio,event_rank
2025-10-06T15:30:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4670.17,4693.24,4660.93,4646.140490835233,4605.651548205447,4550.190328199016,NONE,NONE,ABOVE_ZERO,6.471968333096008,NONE,True,,,,,,,,,,,,,,,
2025-10-06T15:45:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,125000.0,125237.47,125000.0,124852.77478468802,124485.7488914561,123688.58789906137,NONE,NONE,ABOVE_ZERO,15.378957957762822,NONE,False,,,,,,,,,,,,,,,
2025-10-06T15:45:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4673.39,4685.09,4670.07,4651.094947047009,4610.021770901871,4550.190328199016,NONE,NONE,ABOVE_ZERO,5.5861907901476044,NONE,True,,,,,,,,,,,,,,,
2025-10-06T16:00:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,124851.87,125090.6,124800.0,124852.6102783811,124509.36960813635,123773.19513138,NONE,DEAD,ABOVE_ZERO,-0.6605777250905192,NONE,False,,,,,,,,,,,,,,,
2025-10-06T16:00:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4663.49,4682.62,4660.86,4653.348593038461,4613.471334069492,4558.138694121661,NONE,NONE,ABOVE_ZERO,3.8897699641380257,NONE,False,,,,,,,,,,,,,,,
2025-10-06T16:15:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,124879.58,125000.0,124850.0,124857.51386412999,124533.25414954692,123773.19513138,NONE,NONE,ABOVE_ZERO,-11.17041181986778,NONE,False,,,,,,,,,,,,,,,
2025-10-06T16:15:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4661.54,4673.39,4659.99,4654.837939758741,4616.572538323073,4558.138694121661,NONE,NONE,ABOVE_ZERO,2.272667670759688,NONE,True,,,,,,,,,,,,,,,
2025-10-06T16:30:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,125209.99,125235.0,124874.11,124921.60043428816,124576.91452699552,123773.19513138,NONE,GOLDEN,ABOVE_ZERO,1.679673248215778,NONE,True,,,,,,,,,,,,,,,
2025-10-06T16:30:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4681.78,4684.19,4661.1,4659.736496166242,4620.779471334487,4558.138694121661,NONE,NONE,ABOVE_ZERO,2.2009859621123695,NONE,True,,,,,,,,,,,,,,,
2025-10-06T16:45:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,125455.24,125499.63,125090.59,125018.62580987213,124633.58068654421,123773.19513138,NONE,NONE,ABOVE_ZERO,23.059139831932782,UPPER,True,,,,,,,,,,,,,,,
